exp,split,id,question,s0_correct,s0_idk,s0_inc,s0_frac_correct,s100_correct,s100_idk,s100_inc,s100_frac_correct,s200_correct,s200_idk,s200_inc,s200_frac_correct,s300_correct,s300_idk,s300_inc,s300_frac_correct,s400_correct,s400_idk,s400_inc,s400_frac_correct,s480_correct,s480_idk,s480_inc,s480_frac_correct
ternary_adaptive,val,2827,What TTRPG won the 2016 Indie RPG of the Year award?,20,6,6,0.625,0,32,0,0.0,0,32,0,0.0,0,32,0,0.0,0,32,0,0.0,0,32,0,0.0
ternary_adaptive,val,2191,"On what date, month, and year was Clifford Cunnell, an English cricketer, born?",32,0,0,1.0,32,0,0,1.0,22,10,0,0.6875,12,20,0,0.375,5,27,0,0.15625,0,32,0,0.0
ternary_adaptive,val,2356,"Tell me the specific day, month, and year when the Samajwadi Janata Party was fo",26,0,6,0.8125,4,27,1,0.125,0,32,0,0.0,0,32,0,0.0,0,32,0,0.0,0,32,0,0.0
ternary_adaptive,val,3793,How many mountaineers were killed in the avalanche in Uttarkashi on 4 October 20,24,0,8,0.75,29,0,3,0.90625,28,0,4,0.875,25,0,7,0.78125,24,0,8,0.75,25,0,7,0.78125
ternary_adaptive,val,2979,What is the average depth of Manasbal Lake in meters and feet?,32,0,0,1.0,17,15,0,0.53125,18,14,0,0.5625,17,15,0,0.53125,16,16,0,0.5,8,24,0,0.25
ternary_adaptive,val,3572,"In what year did S. Osman Ali, the 7th Governor of the State Bank of Pakistan, e",22,10,0,0.6875,0,32,0,0.0,0,32,0,0.0,0,32,0,0.0,0,32,0,0.0,0,32,0,0.0
ternary_adaptive,val,4266,How many tornadoes were confirmed in the U.S. during the tornado outbreak of Jun,26,0,6,0.8125,28,0,4,0.875,30,0,2,0.9375,29,0,3,0.90625,30,0,2,0.9375,29,0,3,0.90625
ternary_adaptive,val,308,What coach was Mike Young an assistant to at Radford University?,32,0,0,1.0,22,10,0,0.6875,10,22,0,0.3125,12,20,0,0.375,8,24,0,0.25,5,27,0,0.15625
ternary_adaptive,val,3135,Name the architect who designed the Bangabandhu Sheikh Mujibur Rahman Novo Theat,32,0,0,1.0,32,0,0,1.0,30,0,2,0.9375,29,0,3,0.90625,29,0,3,0.90625,31,0,1,0.96875
ternary_adaptive,val,2351,What breed was Dolly the Sheep?,9,23,0,0.28125,0,32,0,0.0,0,32,0,0.0,0,32,0,0.0,0,32,0,0.0,0,32,0,0.0
ternary_adaptive,val,2274,What was the percentage of voter turnout during the 1992 Ghanaian presidential e,18,12,2,0.5625,0,32,0,0.0,0,32,0,0.0,0,32,0,0.0,0,32,0,0.0,0,32,0,0.0
ternary_adaptive,val,1204,What is the first and last name of the host who interviewed military pilot Eugen,19,0,13,0.59375,16,10,6,0.5,23,9,0,0.71875,23,6,3,0.71875,25,7,0,0.78125,19,10,3,0.59375
ternary_adaptive,val,1632,What is written on the right side of the cover art for the Dylan album Planet Wa,20,0,12,0.625,10,19,3,0.3125,5,20,7,0.15625,9,16,7,0.28125,7,20,5,0.21875,10,21,1,0.3125
ternary_adaptive,val,3298,"What day, month, and year was the municipality of Segovia, Antioquia, Colombia, ",24,0,8,0.75,16,7,9,0.5,20,9,3,0.625,15,14,3,0.46875,19,13,0,0.59375,16,16,0,0.5
ternary_adaptive,val,1717,How many people were killed when a tractor-trolley returning from a temple fell ,32,0,0,1.0,32,0,0,1.0,31,0,1,0.96875,31,0,1,0.96875,31,0,1,0.96875,31,0,1,0.96875
ternary_adaptive,val,2091,Where was Agostina Pietrantoni born?,30,0,2,0.9375,27,5,0,0.84375,22,7,3,0.6875,23,8,1,0.71875,18,11,3,0.5625,20,11,1,0.625
ternary_adaptive,val,2752,In which NYC borough was painter Benjamin Abramowitz born in 1917?,28,4,0,0.875,5,27,0,0.15625,13,19,0,0.40625,26,6,0,0.8125,21,9,2,0.65625,27,5,0,0.84375
ternary_adaptive,val,2551,"According to the last population update in 2010, the rural locality of Taz Russk",13,17,2,0.40625,7,24,1,0.21875,6,26,0,0.1875,6,26,0,0.1875,20,7,5,0.625,19,12,1,0.59375
ternary_adaptive,val,1866,"What specific date (month, day, year) was the very first Q Con hosted by Prism C",32,0,0,1.0,13,19,0,0.40625,11,21,0,0.34375,10,22,0,0.3125,5,27,0,0.15625,5,27,0,0.15625
ternary_adaptive,val,3483,What year did Bill Brown start teaching at the University of Chicago?,32,0,0,1.0,8,23,1,0.25,2,30,0,0.0625,0,32,0,0.0,0,32,0,0.0,0,32,0,0.0
ternary_adaptive,val,3358,What are the complete names of John Constable's (English landscape painter) two ,32,0,0,1.0,32,0,0,1.0,32,0,0,1.0,32,0,0,1.0,32,0,0,1.0,32,0,0,1.0
ternary_adaptive,val,1444,How many competitors did Italy bring to the 1964 Winter Olympics? How many of th,32,0,0,1.0,32,0,0,1.0,32,0,0,1.0,32,0,0,1.0,32,0,0,1.0,32,0,0,1.0
ternary_adaptive,val,3313,"Who founded the municipality of San Roque, Antioquia, Colombia?",29,0,3,0.90625,29,0,3,0.90625,29,0,3,0.90625,25,0,7,0.78125,26,2,4,0.8125,26,5,1,0.8125
ternary_adaptive,val,4035,"Which school did Lucas Valeriu Ntuba Radebe, the former South African profession",30,1,1,0.9375,28,4,0,0.875,22,7,3,0.6875,28,2,2,0.875,31,0,1,0.96875,26,3,3,0.8125
ternary_adaptive,val,2260,What was Sujata Manohar's position just before she was appointed as a judge of t,4,2,26,0.125,3,20,9,0.09375,4,15,13,0.125,1,20,11,0.03125,1,23,8,0.03125,0,24,8,0.0
ternary_adaptive,val,3211,How old was composer Miya Masaoka when she began studying classical music?,32,0,0,1.0,32,0,0,1.0,32,0,0,1.0,32,0,0,1.0,32,0,0,1.0,32,0,0,1.0
ternary_adaptive,val,3430,"Who did Kiyosi Ito collaborate with to publish ""On the Probability Distribution ",28,4,0,0.875,4,28,0,0.125,2,30,0,0.0625,0,32,0,0.0,0,32,0,0.0,0,32,0,0.0
ternary_adaptive,val,1347,"What day, month, and year did the experimental aircraft AirGeep II have its firs",14,18,0,0.4375,0,32,0,0.0,0,32,0,0.0,0,32,0,0.0,0,32,0,0.0,0,32,0,0.0
ternary_adaptive,train,1510,What are the names of the children of Princess Shruti Rajya Lakshmi Devi Shah an,11,0,21,0.34375,0,29,3,0.0,0,32,0,0.0,0,32,0,0.0,0,32,0,0.0,0,32,0,0.0
ternary_adaptive,train,902,The Wandanlage stereo system was originally released in which year?,32,0,0,1.0,0,32,0,0.0,0,32,0,0.0,32,0,0,1.0,32,0,0,1.0,32,0,0,1.0
ternary_adaptive,train,2268,"On what day, month, and year was Motonori Matuyama born?",32,0,0,1.0,2,30,0,0.0625,0,32,0,0.0,0,32,0,0.0,0,32,0,0.0,0,32,0,0.0
ternary_adaptive,train,1704,"In which year was Stefan Parkman, the conductor, awarded the Order of the Danneb",7,0,25,0.21875,32,0,0,1.0,32,0,0,1.0,32,0,0,1.0,32,0,0,1.0,32,0,0,1.0
ternary_adaptive,train,3720,Which two universities did Chadwell O'Connor attend?,32,0,0,1.0,32,0,0,1.0,32,0,0,1.0,32,0,0,1.0,32,0,0,1.0,32,0,0,1.0
ternary_adaptive,train,989,"From which date, month, and year to which date, month, and year did the Indian l",3,28,1,0.09375,0,32,0,0.0,0,32,0,0.0,0,32,0,0.0,0,32,0,0.0,0,32,0,0.0
ternary_adaptive,train,3051,How many chimpanzees were observed with cold-like symptoms when the respiratory ,32,0,0,1.0,32,0,0,1.0,32,0,0,1.0,32,0,0,1.0,32,0,0,1.0,32,0,0,1.0
ternary_adaptive,train,955,"In which volume and issue of the journal Linguistics was the paper ""Articulatory",32,0,0,1.0,32,0,0,1.0,32,0,0,1.0,32,0,0,1.0,32,0,0,1.0,32,0,0,1.0
ternary_adaptive,train,55,What are the GPS coordinates of Malawi?,32,0,0,1.0,32,0,0,1.0,32,0,0,1.0,9,23,0,0.28125,0,31,1,0.0,0,32,0,0.0
ternary_adaptive,train,4016,"Until which day, month, and year was Jules Ferry in office as the Prime Minister",32,0,0,1.0,32,0,0,1.0,32,0,0,1.0,32,0,0,1.0,32,0,0,1.0,32,0,0,1.0
ternary_adaptive,train,2296,Domenico Lino Morichini first examined the fossilized tooth of what type of anim,31,0,1,0.96875,32,0,0,1.0,32,0,0,1.0,32,0,0,1.0,31,0,1,0.96875,32,0,0,1.0
ternary_adaptive,train,316,"The Dante-Alighieri monument, located on Allée des Poètes along Rue D'Auteuil, w",32,0,0,1.0,0,32,0,0.0,32,0,0,1.0,32,0,0,1.0,32,0,0,1.0,32,0,0,1.0
ternary_adaptive,train,2790,What did the artist Lygia Pape initially study in university?,13,0,19,0.40625,17,0,15,0.53125,13,0,19,0.40625,20,0,12,0.625,11,0,21,0.34375,13,0,19,0.40625
ternary_adaptive,train,735,What Terraria patch added biome-specific stalactites to the underground areas?,32,0,0,1.0,32,0,0,1.0,32,0,0,1.0,32,0,0,1.0,32,0,0,1.0,32,0,0,1.0
ternary_adaptive,train,3104,How many years did Elliot Page spend studying the Interact Program at Vaughan Ro,19,3,10,0.59375,0,31,1,0.0,0,32,0,0.0,0,32,0,0.0,0,32,0,0.0,0,32,0,0.0
ternary_adaptive,train,1276,In what year did Sir William Beechey (British Portraitist) retire to Hampstead?,7,19,6,0.21875,0,32,0,0.0,0,32,0,0.0,32,0,0,1.0,32,0,0,1.0,32,0,0,1.0
ternary_adaptive,train,711,The first clock installed outside of the family farm of Alberto Olvera Hernández,9,22,1,0.28125,0,32,0,0.0,0,32,0,0.0,0,32,0,0.0,0,32,0,0.0,0,32,0,0.0
ternary_adaptive,train,2461,"In what city in England was James Brain, an English football manager and player ",28,4,0,0.875,32,0,0,1.0,32,0,0,1.0,32,0,0,1.0,32,0,0,1.0,32,0,0,1.0
ternary_adaptive,train,1882,What is the name of the astronomer who discovered 86 Semele?,5,0,27,0.15625,32,0,0,1.0,32,0,0,1.0,32,0,0,1.0,32,0,0,1.0,32,0,0,1.0
ternary_adaptive,train,891,"In which year was the municipality of La Uvita, Boyacá, Colombia, founded?",6,0,26,0.1875,32,0,0,1.0,32,0,0,1.0,32,0,0,1.0,32,0,0,1.0,32,0,0,1.0
ternary_adaptive,train,3172,"After what battle did Napoleon say, ""Soldats! Je suis content de vous""? (English",27,0,5,0.84375,1,28,3,0.03125,21,7,4,0.65625,32,0,0,1.0,32,0,0,1.0,32,0,0,1.0
ternary_adaptive,train,4024,In which city was Audrey McLaughlin born?,31,0,1,0.96875,26,0,6,0.8125,30,0,2,0.9375,31,0,1,0.96875,32,0,0,1.0,30,0,2,0.9375
ternary_adaptive,train,304,Who published the first scientific description of the Asiatic lion in 1826?,32,0,0,1.0,31,1,0,0.96875,32,0,0,1.0,32,0,0,1.0,32,0,0,1.0,32,0,0,1.0
ternary_adaptive,train,3659,"In which year, month, and day was the YouTuber DalasReview born?",13,5,14,0.40625,30,0,2,0.9375,32,0,0,1.0,31,0,1,0.96875,32,0,0,1.0,31,0,1,0.96875
ternary_adaptive,train,4066,During which period did William Butts Ittner serve as the President of the St. L,13,0,19,0.40625,32,0,0,1.0,32,0,0,1.0,32,0,0,1.0,32,0,0,1.0,32,0,0,1.0
ternary_adaptive,train,3967,"What are the day, month, and year of release for the Spyro: Enter the Dragonfly ",32,0,0,1.0,0,32,0,0.0,0,32,0,0.0,0,32,0,0.0,0,32,0,0.0,0,32,0,0.0
ternary_adaptive,train,4207,The Black Widow Pulsar (PSR B1957+20) is located within which constellation?,32,0,0,1.0,32,0,0,1.0,32,0,0,1.0,32,0,0,1.0,32,0,0,1.0,32,0,0,1.0
ternary_adaptive,train,3607,"In what year did Israel Gelfand, together with Fomin and other scientists, set u",32,0,0,1.0,32,0,0,1.0,32,0,0,1.0,32,0,0,1.0,31,0,1,0.96875,32,0,0,1.0
ternary_adaptive,train,533,"What day, month, and year was Massimo Cacciari, an Italian philosopher and polit",31,0,1,0.96875,32,0,0,1.0,32,0,0,1.0,32,0,0,1.0,32,0,0,1.0,32,0,0,1.0
ternary_adaptive,train,3862,"By 1913, how many stars could astronomer Annie Jump Cannon classify per hour?",32,0,0,1.0,30,2,0,0.9375,32,0,0,1.0,32,0,0,1.0,32,0,0,1.0,32,0,0,1.0
ternary_adaptive,train,1232,"What was the population of Konaruiyeh, a village in Esfandaqeh Rural District, i",31,0,1,0.96875,30,0,2,0.9375,30,0,2,0.9375,30,0,2,0.9375,28,0,4,0.875,26,0,6,0.8125
ternary_adaptive,train,621,How many gold medals in fencing did Hungary win during the 1964 Summer Olympics?,21,0,11,0.65625,24,0,8,0.75,26,0,6,0.8125,27,0,5,0.84375,26,0,6,0.8125,27,0,5,0.84375
ternary_adaptive,train,639,What was the first name of the Irish-born computer programmer Kathleen Rita McNu,14,0,18,0.4375,21,9,2,0.65625,31,0,1,0.96875,32,0,0,1.0,29,0,3,0.90625,31,0,1,0.96875
ternary_adaptive,train,3059,In what year was the Ethiopian politician Billene Seyoum Woldeyes born?,32,0,0,1.0,32,0,0,1.0,32,0,0,1.0,32,0,0,1.0,32,0,0,1.0,32,0,0,1.0
ternary_adaptive,train,1889,"Where did the Third Day song ""Nothing at All"" peak on the Billboard rock charts?",32,0,0,1.0,0,32,0,0.0,26,0,6,0.8125,15,0,17,0.46875,18,0,14,0.5625,20,0,12,0.625
ternary_adaptive,train,565,"On which day, month, and year did Egypt play against Angola in Group A of the 19",30,0,2,0.9375,32,0,0,1.0,32,0,0,1.0,32,0,0,1.0,32,0,0,1.0,32,0,0,1.0
ternary_adaptive,train,1515,At which University of Puerto Rico campus did New York State Representative Nydi,4,28,0,0.125,30,2,0,0.9375,32,0,0,1.0,32,0,0,1.0,32,0,0,1.0,32,0,0,1.0
ternary_adaptive,train,3349,"Which date, month, and year was the Rana Prime Minister Padma Shumsher Jung Baha",23,0,9,0.71875,32,0,0,1.0,32,0,0,1.0,32,0,0,1.0,32,0,0,1.0,32,0,0,1.0
ternary_adaptive,train,1591,In which month of 1996 did Puntsagiin Jasrai's tenure as Prime Minister of Mongo,6,0,26,0.1875,25,0,7,0.78125,26,0,6,0.8125,32,0,0,1.0,32,0,0,1.0,32,0,0,1.0
ternary_adaptive,train,1674,In what country did Richard Serra create his first outdoor sculptures?,5,0,27,0.15625,0,32,0,0.0,0,32,0,0.0,0,32,0,0.0,0,32,0,0.0,0,32,0,0.0
ternary_adaptive,train,1192,"What year was the municipality of Pajarito, Boyacá, Colombia, founded?",32,0,0,1.0,32,0,0,1.0,32,0,0,1.0,32,0,0,1.0,32,0,0,1.0,32,0,0,1.0
ternary_adaptive,train,768,What was the name of New York's National Academy of Design in 1825?,27,5,0,0.84375,21,11,0,0.65625,32,0,0,1.0,32,0,0,1.0,32,0,0,1.0,32,0,0,1.0
ternary_adaptive,train,1454,"Who are the two authors who wrote the review paper ""Infant sleep disturbance: De",23,0,9,0.71875,0,32,0,0.0,0,32,0,0.0,0,32,0,0.0,0,32,0,0.0,0,32,0,0.0
ternary_adaptive,train,1580,"In the primary setting of the Starfinder tabletop RPG, what is the title given t",31,0,1,0.96875,26,6,0,0.8125,32,0,0,1.0,32,0,0,1.0,32,0,0,1.0,32,0,0,1.0
ternary_adaptive,train,2406,"What day, month, and year did Peter III of Aragon become King of Sicily?",32,0,0,1.0,32,0,0,1.0,32,0,0,1.0,32,0,0,1.0,32,0,0,1.0,32,0,0,1.0
ternary_adaptive,train,3129,"On what day, month, and year was the asteroid 369 Aëria discovered?",32,0,0,1.0,32,0,0,1.0,32,0,0,1.0,32,0,0,1.0,32,0,0,1.0,32,0,0,1.0
ternary_adaptive,train,2686,How many new subclasses were introduced in Tasha's Cauldron of Everything (not i,2,0,30,0.0625,4,0,28,0.125,4,0,28,0.125,3,0,29,0.09375,0,0,32,0.0,1,0,31,0.03125
ternary_adaptive,train,3011,"What certification did Reba's album ""So Good Together"" receive from the United S",30,0,2,0.9375,32,0,0,1.0,32,0,0,1.0,32,0,0,1.0,32,0,0,1.0,32,0,0,1.0
ternary_adaptive,train,2138,"How many control participants were used in the research paper ""Grey matter atrop",32,0,0,1.0,32,0,0,1.0,32,0,0,1.0,32,0,0,1.0,32,0,0,1.0,32,0,0,1.0
ternary_adaptive,train,4054,Which creative team (writer and artist) created the DC Comics character Gunfire?,32,0,0,1.0,6,26,0,0.1875,0,32,0,0.0,0,32,0,0.0,0,32,0,0.0,0,32,0,0.0
ternary_adaptive,train,1707,What year was Oliver Heaviside awarded the Faraday Medal?,32,0,0,1.0,32,0,0,1.0,32,0,0,1.0,32,0,0,1.0,32,0,0,1.0,32,0,0,1.0
ternary_adaptive,train,820,What country won more equestrian medals than any other team at the 2004 Olympic ,2,0,30,0.0625,0,32,0,0.0,0,32,0,0.0,0,32,0,0.0,0,32,0,0.0,0,32,0,0.0
ternary_adaptive,train,4041,"During whose papacy did Gian Lorenzo Bernini create the ""Ecstasy of Saint Teresa",32,0,0,1.0,32,0,0,1.0,32,0,0,1.0,32,0,0,1.0,32,0,0,1.0,32,0,0,1.0
ternary_adaptive,train,1317,What was Augustine George Masih's position just before being appointed as a judg,22,0,10,0.6875,22,4,6,0.6875,6,24,2,0.1875,0,32,0,0.0,0,32,0,0.0,0,32,0,0.0
ternary_adaptive,train,2728,In honor of whom was the role of Poet Laureate of Ontario established?,32,0,0,1.0,0,32,0,0.0,32,0,0,1.0,32,0,0,1.0,32,0,0,1.0,32,0,0,1.0
ternary_adaptive,train,947,What was the title of the engineer and scientist Ahmet Cemal Eringen's Ph.D. dis,32,0,0,1.0,0,32,0,0.0,0,32,0,0.0,0,31,1,0.0,0,32,0,0.0,0,32,0,0.0
ternary_adaptive,train,1878,In what year was the beetle species Glipa acutimaculata described?,25,0,7,0.78125,29,3,0,0.90625,32,0,0,1.0,32,0,0,1.0,32,0,0,1.0,32,0,0,1.0
ternary_adaptive,train,2359,"In which year did Edward Meyrick first describe Glyphipterix saurodonta, the spe",5,14,13,0.15625,0,32,0,0.0,0,32,0,0.0,0,32,0,0.0,0,32,0,0.0,0,32,0,0.0
ternary_adaptive,train,1520,"In feet, what is the draft length of the Goderich 35 fitted with a standard keel",32,0,0,1.0,32,0,0,1.0,32,0,0,1.0,32,0,0,1.0,32,0,0,1.0,32,0,0,1.0
ternary_adaptive,train,4294,"What year was the municipality of San Carlos, Antioquia, Colombia, founded?",32,0,0,1.0,32,0,0,1.0,32,0,0,1.0,32,0,0,1.0,32,0,0,1.0,32,0,0,1.0
ternary_adaptive,train,1176,In what year did Carlo Alberto Galluzzi serve as Vice-Chair of the Delegation fo,1,0,31,0.03125,0,32,0,0.0,0,32,0,0.0,0,32,0,0.0,0,32,0,0.0,0,32,0,0.0
ternary_adaptive,train,1993,"In what year, month, and place was Rahat Kazmi, the Pakistani actor, born?",3,0,29,0.09375,7,2,23,0.21875,0,32,0,0.0,0,32,0,0.0,0,32,0,0.0,0,32,0,0.0
ternary_adaptive,train,3709,In which city and province was David Sweet born?,24,0,8,0.75,28,0,4,0.875,32,0,0,1.0,32,0,0,1.0,32,0,0,1.0,32,0,0,1.0
ternary_adaptive,train,2408,"From which constituency did Justice Mohammad Afzal Cheema, former Deputy Speaker",3,0,29,0.09375,3,24,5,0.09375,16,8,8,0.5,30,0,2,0.9375,26,0,6,0.8125,32,0,0,1.0
ternary_adaptive,train,1435,What style are the roofs of the ten buildings at the Wasyl Negrych Homestead?,3,1,28,0.09375,0,32,0,0.0,0,32,0,0.0,0,32,0,0.0,0,32,0,0.0,0,32,0,0.0
ternary_adaptive,train,142,What is the name of the individual in whose memory the Taj Mahal was built by Mu,24,0,8,0.75,28,0,4,0.875,26,0,6,0.8125,32,0,0,1.0,32,0,0,1.0,32,0,0,1.0
ternary_adaptive,train,3338,Where did Kiyoshi Oka work as a professor from 1949 to 1964?,7,25,0,0.21875,0,32,0,0.0,0,32,0,0.0,0,32,0,0.0,0,32,0,0.0,0,32,0,0.0
ternary_adaptive,train,3251,What is the starting tractive effort of a Railpower GG20B in kilonewtons?,12,0,20,0.375,32,0,0,1.0,32,0,0,1.0,32,0,0,1.0,32,0,0,1.0,32,0,0,1.0
ternary_adaptive,train,2715,What was the length of Amal Kumar Sarkar's tenure as Chief Justice of India in d,32,0,0,1.0,28,4,0,0.875,32,0,0,1.0,32,0,0,1.0,32,0,0,1.0,32,0,0,1.0
ternary_adaptive,train,156,In which two fields of study did computer scientist Nancy Amato receive two bach,32,0,0,1.0,31,1,0,0.96875,3,29,0,0.09375,0,32,0,0.0,0,32,0,0.0,0,32,0,0.0
ternary_adaptive,train,933,In which city was the linguist Georgy Konstantinovich Danilov born?,32,0,0,1.0,32,0,0,1.0,32,0,0,1.0,32,0,0,1.0,32,0,0,1.0,32,0,0,1.0
ternary_adaptive,train,34,"On what day, month, and year was David Sweet, Canadian politician, born?",32,0,0,1.0,32,0,0,1.0,32,0,0,1.0,32,0,0,1.0,32,0,0,1.0,32,0,0,1.0
ternary_adaptive,train,3700,In which year was Maria Elena Walsh named Illustrious Citizen of the City of Bue,32,0,0,1.0,32,0,0,1.0,32,0,0,1.0,32,0,0,1.0,32,0,0,1.0,32,0,0,1.0
ternary_adaptive,train,309,Where was Juvénal Habyarimana's body identified within?,32,0,0,1.0,30,2,0,0.9375,32,0,0,1.0,32,0,0,1.0,32,0,0,1.0,32,0,0,1.0
ternary_adaptive,train,125,What week was Katie Sapienza eliminated in Season 1 of The Bachelor?,12,2,18,0.375,30,2,0,0.9375,32,0,0,1.0,32,0,0,1.0,32,0,0,1.0,32,0,0,1.0
ternary_adaptive,train,1423,"On what day, month, and year was the Mediumwave transmitter Lopik, a medium-wave",32,0,0,1.0,32,0,0,1.0,32,0,0,1.0,32,0,0,1.0,32,0,0,1.0,32,0,0,1.0
ternary_adaptive,train,360,Into which Hall of Fame was Zippo Pine Bar inducted in 1992?,32,0,0,1.0,32,0,0,1.0,32,0,0,1.0,32,0,0,1.0,32,0,0,1.0,32,0,0,1.0
ternary_adaptive,train,819,"What were the month, day, and year Sir Nathaniel Brent, English college head, di",1,0,31,0.03125,0,6,26,0.0,0,32,0,0.0,0,32,0,0.0,0,32,0,0.0,0,32,0,0.0
ternary_adaptive,train,741,"What city was Richard Serra in when he created his work ""To Lift""?",20,6,6,0.625,12,18,2,0.375,32,0,0,1.0,32,0,0,1.0,32,0,0,1.0,32,0,0,1.0
ternary_adaptive,train,1779,"In which year did Richard Huemer, an American animator, join the Fleischer Studi",32,0,0,1.0,32,0,0,1.0,32,0,0,1.0,32,0,0,1.0,32,0,0,1.0,31,0,1,0.96875
ternary_adaptive,train,3581,"In the online game World of Warcraft, in patch 5.2.0, what change was made to th",4,0,28,0.125,2,0,30,0.0625,4,0,28,0.125,5,0,27,0.15625,2,0,30,0.0625,2,0,30,0.0625
ternary_adaptive,train,3041,What is the title of Jerry Lee Lewis's 13th album?,32,0,0,1.0,0,32,0,0.0,0,32,0,0.0,0,32,0,0.0,32,0,0,1.0,32,0,0,1.0
ternary_adaptive,train,4163,What is the peak in meters of the Cochiquito volcanic group?,32,0,0,1.0,32,0,0,1.0,32,0,0,1.0,32,0,0,1.0,32,0,0,1.0,32,0,0,1.0
ternary_adaptive,train,1927,"In which year was the municipality of Murindó, Antioquia, Colombia, founded?",6,0,26,0.1875,32,0,0,1.0,32,0,0,1.0,32,0,0,1.0,32,0,0,1.0,32,0,0,1.0
ternary_adaptive,train,3337,What is the name of the Brazilian entomologist who first described the species o,29,3,0,0.90625,0,32,0,0.0,0,32,0,0.0,0,32,0,0.0,0,32,0,0.0,0,32,0,0.0
ternary_adaptive,train,3387,"On what day, month, and year did Umar Farouk Abdulmutallab appear in front of Ju",32,0,0,1.0,32,0,0,1.0,32,0,0,1.0,32,0,0,1.0,32,0,0,1.0,32,0,0,1.0
ternary_adaptive,train,3782,In what city and state did Colin Pittendrigh die?,32,0,0,1.0,32,0,0,1.0,31,0,1,0.96875,32,0,0,1.0,32,0,0,1.0,32,0,0,1.0
